,name,artistName,trackName,msPlayed,datetime,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,,,,,,,,,,
8523,シルエット___KANA-BOON,KANA-BOON,シルエット,1040,8/11/20 7:12,0.436,0.934,-2.685,0.0507,1.05E-05,0.136,0.321,0.383,91.488,240133,,,,,,,,,,
8524,"Let Me Hear___Fear, and Loathing in Las Vegas","Fear, and Loathing in Las Vegas",Let Me Hear,2060,8/11/20 7:23,0.175,0.995,1.023,0.211,0.000145,2.50E-06,0.214,0.303,184.066,225547,,,,,,,,,,
8525,野狼Disco___寶石Gem,寶石Gem,野狼Disco,239256,8/11/20 7:39,0.779,0.839,-7.974,0.408,0.56,0,0.506,0.693,97.992,239256,,,,,,,,,,
8526,バイバイ YESTERDAY___3年E組うた担(渚&茅野&業&磯貝&前原),3年E組うた担(渚&茅野&業&磯貝&前原),バイバイ YESTERDAY,230443,8/11/20 8:22,0.591,0.945,-2.483,0.0675,0.0389,0,0.214,0.96,180.048,248800,,,,,,,,,,
8527,Crashing___JVNA,JVNA,Crashing,2657,8/11/20 15:19,0.582,0.681,-6.138,0.0458,0.342,0,0.186,0.273,95.995,230000,,,,,,,,,,
8528,All We Need (feat. Shy Girls) - Dzeko & Torres Remix Radio Edit___ODESZA,ODESZA,All We Need (feat. Shy Girls) - Dzeko & Torres Remix Radio Edit,191250,8/11/20 15:22,0.581,0.954,-3.336,0.081,0.0244,0.00413,0.223,0.616,127.959,191250,,,,,,,,,,
8529,Blame (feat. John Newman)___Calvin Harris,Calvin Harris,Blame (feat. John Newman),212960,8/11/20 15:26,0.414,0.857,-4.078,0.0808,0.0287,0.00574,0.343,0.348,128.024,212960,,,,,,,,,,
8530,マリオネット___LOZAREENA,LOZAREENA,マリオネット,199746,8/11/20 15:29,0.608,0.884,-2.729,0.0411,0.243,0,0.229,0.606,105.036,199747,,,,,,,,,,
8531,Aftershock (feat. Jacquie)___Cash Cash,Cash Cash,Aftershock (feat. Jacquie),4242,8/11/20 15:29,0.544,0.811,-2.271,0.0515,0.052,0,0.121,0.188,129.011,206320,,,,,,,,,,
8532,Live The Night___W&W,W&W,Live The Night,133125,8/11/20 15:31,0.805,0.968,-3.909,0.227,0.00707,0.00091,0.368,0.211,127.984,133125,,,,,,,,,,
8533,If I Lose Myself - Alesso vs OneRepublic___OneRepublic,OneRepublic,If I Lose Myself - Alesso vs OneRepublic,214813,8/11/20 15:35,0.523,0.782,-4.846,0.041,0.219,1.03E-05,0.133,0.164,125.998,214813,,,,,,,,,,
8534,THE DAY___PornoGraffitti,PornoGraffitti,THE DAY,241626,8/11/20 15:39,0.512,0.933,-4.759,0.0738,0.000761,0,0.342,0.465,92.998,241627,,,,,,,,,,
8535,What You Do___R3HAB,R3HAB,What You Do,159462,8/11/20 15:41,0.64,0.896,-3.476,0.0778,0.0757,0.000149,0.346,0.213,127.858,159463,,,,,,,,,,
8536,Cheap Thrills - Hex Cougar Remix___Sia,Sia,Cheap Thrills - Hex Cougar Remix,92299,8/11/20 15:43,0.628,0.724,-3.716,0.0689,0.428,1.28E-06,0.105,0.304,95.004,229693,,,,,,,,,,
8537,Lightning Strikes___Steve Aoki,Steve Aoki,Lightning Strikes,4802,8/11/20 15:44,0.619,0.979,-6.194,0.108,0.0277,0.06,0.296,0.13,130.009,238128,,,,,,,,,,
8538,Backlash - Martin Garrix Radio Edit___DubVision,DubVision,Backlash - Martin Garrix Radio Edit,60430,8/11/20 15:44,0.603,0.792,-4.782,0.0472,0.00233,2.74E-06,0.168,0.195,126.926,172913,,,,,,,,,,
8539,Louder___MOTi,MOTi,Louder,161718,8/11/20 15:47,0.643,0.667,-6.993,0.152,0.0433,0,0.0904,0.485,145.999,217404,,,,,,,,,,
8540,I Just Can't___R3HAB,R3HAB,I Just Can't,156000,8/11/20 15:49,0.652,0.595,-6.944,0.0419,0.162,0,0.148,0.303,77.538,156000,,,,,,,,,,
8541,BLUE(第317〜342話 OP)___Muray,Muray,BLUE(第317〜342話 OP),204444,8/11/20 15:53,0.39,0.94,-3.061,0.106,0.000609,0,0.207,0.648,161.96,204444,,,,,,,,,,
8542,Until You Were Gone (feat. Emily Warren) - Reez Remix___The Chainsmokers,The Chainsmokers,Until You Were Gone (feat. Emily Warren) - Reez Remix,216266,8/11/20 15:56,0.509,0.733,-6.127,0.0569,0.064,2.20E-06,0.358,0.316,128.021,216267,,,,,,,,,,
8543,Dark Warrior___Andrew Rayel,Andrew Rayel,Dark Warrior,151818,8/11/20 15:59,0.477,0.818,-6.598,0.0659,0.000357,0.316,0.246,0.188,132.135,151818,,,,,,,,,,
8544,Touch off___UVERworld,UVERworld,Touch off,188567,8/11/20 16:02,0.499,0.891,-3.757,0.046,2.86E-05,0.000328,0.28,0.215,99.999,260707,,,,,,,,,,
8545,Profondo___Alesso,Alesso,Profondo,140040,8/11/20 16:04,0.239,0.562,-9.403,0.0663,0.159,0.414,0.714,0.175,79.262,140040,,,,,,,,,,
8546,PAYDAY___Alesso,Alesso,PAYDAY,197866,8/11/20 16:07,0.567,0.931,-5.385,0.0734,0.022,0.726,0.271,0.18,126.016,197867,,,,,,,,,,
8547,Thunder___W&W,W&W,Thunder,3323,8/11/20 16:08,0.605,0.822,-4.833,0.0438,0.00671,0.134,0.147,0.288,167.997,187147,,,,,,,,,,
8548,PAYDAY___Alesso,Alesso,PAYDAY,13500,8/11/20 16:08,0.567,0.931,-5.385,0.0734,0.022,0.726,0.271,0.18,126.016,197867,,,,,,,,,,
8549,Years___Alesso,Alesso,Years,1281,8/11/20 16:08,0.368,0.823,-6.245,0.0804,0.00234,1.91E-06,0.174,0.323,128.004,195467,,,,,,,,,,
8550,Arcade___Dimitri Vegas & Like Mike,Dimitri Vegas & Like Mike,Arcade,225000,8/11/20 16:11,0.565,0.957,-4.167,0.0723,0.00923,0.69,0.293,0.175,127.953,225000,,,,,,,,,,
8551,スカイクラッドの観測者___いとうかなこ,いとうかなこ,スカイクラッドの観測者,275640,8/11/20 16:16,0.444,0.962,-4.931,0.114,0.00287,0.000414,0.135,0.303,167.048,275640,,,,,,,,,,
8552,Secrets - Don Diablo’s VIP Mix___Tiësto,Tiësto,Secrets - Don Diablo’s VIP Mix,259523,8/11/20 16:20,0.692,0.786,-3.058,0.0436,0.00127,0.0646,0.105,0.188,125.996,259524,,,,,,,,,,
8553,Animals - Radio Edit___Martin Garrix,Martin Garrix,Animals - Radio Edit,176120,8/11/20 16:23,0.593,0.914,-5.351,0.0363,0.00137,0.445,0.0714,0.0381,128.015,176120,,,,,,,,,,
8554,Anywhere - R3hab Remix___Rita Ora,Rita Ora,Anywhere - R3hab Remix,174953,8/11/20 16:26,0.67,0.864,-2.864,0.0321,0.0387,0,0.101,0.332,107.053,174953,,,,,,,,,,
8555,Boing___Dimitri Vegas & Like Mike,Dimitri Vegas & Like Mike,Boing,142500,8/11/20 16:28,0.551,0.973,-4.267,0.0546,0.000122,0.605,0.0567,0.0801,128.036,142500,,,,,,,,,,
8556,Virus (How About Now) - Radio Edit___Martin Garrix,Martin Garrix,Virus (How About Now) - Radio Edit,199426,8/11/20 16:32,0.5,0.861,-4.834,0.0386,0.00104,0.479,0.791,0.0725,128.004,199427,,,,,,,,,,
8557,Chasing Highs___ALMA,ALMA,Chasing Highs,6513,8/11/20 16:44,0.792,0.775,-4.575,0.0532,0.271,1.55E-05,0.406,0.521,111.957,195678,,,,,,,,,,
8558,Burn It___Agust D,Agust D,Burn It,192106,8/11/20 16:53,0.658,0.776,-7.088,0.0493,0.012,2.10E-06,0.272,0.336,114.044,192107,,,,,,,,,,
8559,Red Lips (feat. Sam Bruno)___Good Times Ahead,Good Times Ahead,Red Lips (feat. Sam Bruno),232386,8/11/20 16:57,0.528,0.983,-3.133,0.146,0.000518,0.000324,0.18,0.141,144.981,223448,,,,,,,,,,
8560,Supernova (Interstellar) - Radio Edit___Steve Aoki,Steve Aoki,Supernova (Interstellar) - Radio Edit,115387,8/11/20 17:15,0.607,0.959,-3.658,0.0695,0.000969,0.000274,0.735,0.413,130.026,188308,,,,,,,,,,
8561,MUKANJYO___Survive Said The Prophet,Survive Said The Prophet,MUKANJYO,1631,8/12/20 7:20,0.316,0.961,-4.082,0.129,0.00364,0,0.226,0.304,94.858,192400,,,,,,,,,,
8562,Raise Your Hands - Radio Edit___Ummet Ozcan,Ummet Ozcan,Raise Your Hands - Radio Edit,1810,8/12/20 7:20,0.711,0.958,-3.47,0.0443,0.00595,0.792,0.168,0.231,127.997,191250,,,,,,,,,,
8563,Ready___WiDE AWAKE,WiDE AWAKE,Ready,198570,8/12/20 7:24,0.715,0.872,-3.835,0.0509,0.00351,3.84E-05,0.107,0.748,93.043,200947,,,,,,,,,,
8564,Alarm - Marshmello Remix___Anne-Marie,Anne-Marie,Alarm - Marshmello Remix,151769,8/12/20 7:26,0.684,0.975,-0.045,0.0904,0.0429,0,0.064,0.7,141.994,219718,,,,,,,,,,
8565,MOONRISE___Quintino,Quintino,MOONRISE,168281,8/12/20 7:29,0.632,0.921,-7.284,0.0409,0.005,0.958,0.562,0.0751,127.953,168281,,,,,,,,,,
8566,Swipe___Showtek,Showtek,Swipe,232481,8/12/20 7:33,0.358,0.985,-3.323,0.0886,0.00449,0.00379,0.506,0.584,128.037,232481,,,,,,,,,,
8567,Gurenge___JVNA,JVNA,Gurenge,204800,8/12/20 7:36,0.262,0.679,-3.882,0.0414,0.0737,0,0.145,0.0667,149.577,204800,,,,,,,,,,
8568,Decades___Megara vs DJ Lee,Megara vs DJ Lee,Decades,150944,8/12/20 7:39,0.397,0.646,-6.647,0.0847,0.00405,0.232,0.176,0.489,136.054,150945,,,,,,,,,,
8569,Goya No Machiawase___Hello Sleepwalkers,Hello Sleepwalkers,Goya No Machiawase,170640,8/12/20 7:41,0.406,0.959,-3.014,0.0952,0.000891,0,0.327,0.571,94.277,170640,,,,,,,,,,
8570,Rude - Zedd Remix___MAGIC!,MAGIC!,Rude - Zedd Remix,40090,8/12/20 7:50,0.598,0.836,-2.388,0.0457,0.0324,2.44E-06,0.0751,0.343,130.009,273231,,,,,,,,,,
8571,Habit - T-Mass Remix___Rain Man,Rain Man,Habit - T-Mass Remix,233616,8/12/20 7:54,0.439,0.829,-2.969,0.0679,0.174,0,0.391,0.375,149.932,233617,,,,,,,,,,
8572,Demons___Türküm,Türküm,Demons,58763,8/12/20 8:05,0.505,0.71,-3.015,0.0321,0.19,0.00025,0.329,0.428,89.938,175200,,,,,,,,,,
8573,Thunder___W&W,W&W,Thunder,2966,8/12/20 23:42,0.605,0.822,-4.833,0.0438,0.00671,0.134,0.147,0.288,167.997,187147,,,,,,,,,,
8574,One - Radio Edit___Swedish House Mafia,Swedish House Mafia,One - Radio Edit,700,8/12/20 23:42,0.802,0.781,-6.564,0.0368,0.0075,0.825,0.147,0.622,125.026,169920,,,,,,,,,,
8575,Rockin___DubVision,DubVision,Rockin,83600,8/12/20 23:42,0.589,0.472,-8.749,0.0502,0.614,0,0.505,0.898,67.196,126267,,,,,,,,,,
8576,PAYDAY___Alesso,Alesso,PAYDAY,29940,8/12/20 23:44,0.567,0.931,-5.385,0.0734,0.022,0.726,0.271,0.18,126.016,197867,,,,,,,,,,
8577,One - Radio Edit___Swedish House Mafia,Swedish House Mafia,One - Radio Edit,16455,8/12/20 23:46,0.802,0.781,-6.564,0.0368,0.0075,0.825,0.147,0.622,125.026,169920,,,,,,,,,,
8578,Neon - Ryos Remix___Thomas Hayes,Thomas Hayes,Neon - Ryos Remix,198759,8/12/20 23:49,0.506,0.737,-3.453,0.0398,0.00403,4.40E-06,0.2,0.0952,127.68,198760,,,,,,,,,,
8579,Into The Light___Sick Individuals,Sick Individuals,Into The Light,208240,8/12/20 23:53,0.164,0.156,-22.941,0.0394,0.878,0.877,0.0915,0.0363,66.331,326296,,,,,,,,,,
8580,Pizza___Martin Garrix,Martin Garrix,Pizza,1435,8/12/20 23:55,0.381,0.712,-6.9,0.0355,0.000408,0.589,0.183,0.0378,127.967,255103,,,,,,,,,,
8581,Black Rose (feat. Jonathan Mendelsohn)___Blasterjaxx,Blasterjaxx,Black Rose (feat. Jonathan Mendelsohn),159675,8/12/20 23:55,0.632,0.885,-4.113,0.0412,0.141,0.0483,0.207,0.358,130.022,202072,,,,,,,,,,
8582,Let Me Love You - Don Diablo Remix___DJ Snake,DJ Snake,Let Me Love You - Don Diablo Remix,3122,8/12/20 23:56,0.671,0.848,-3.202,0.0779,0.0107,0.000198,0.122,0.292,125.941,266680,,,,,,,,,,
8583,Runaway - T-Mass Remix___Bright Lights,Bright Lights,Runaway - T-Mass Remix,208049,8/12/20 23:59,0.456,0.862,-3.039,0.0449,0.00332,0,0.0973,0.46,150.038,208050,,,,,,,,,,
8584,Silence - Tiësto's Big Room Remix___Marshmello,Marshmello,Silence - Tiësto's Big Room Remix,202153,8/13/20 0:02,0.522,0.941,-3.357,0.25,0.00621,3.63E-06,0.956,0.0994,130.088,202154,,,,,,,,,,
8585,Invincible - Radio Edit___Borgeous,Borgeous,Invincible - Radio Edit,65240,8/13/20 0:03,0.613,0.775,-4.04,0.0409,0.00678,0,0.0677,0.391,127.906,204609,,,,,,,,,,
8586,"Body Talk (Mammoth) - US Version___Dimitri Vegas, Moguai & Like Mike","Dimitri Vegas, Moguai & Like Mike",Body Talk (Mammoth) - US Version,16000,8/13/20 0:15,0.549,0.92,-4.721,0.301,0.00196,6.58E-05,0.487,0.621,127.981,207507,,,,,,,,,,
8587,Sleeping With A Friend - The Chainsmokers Radio Remix___Neon Trees,Neon Trees,Sleeping With A Friend - The Chainsmokers Radio Remix,228680,8/13/20 0:28,0.67,0.754,-4.615,0.234,0.00341,0.000193,0.144,0.424,125.945,228680,,,,,,,,,,
8588,Can't Take It (feat. CADE)___Breathe Carolina,Breathe Carolina,Can't Take It (feat. CADE),185170,8/13/20 0:31,0.591,0.881,-4.074,0.0615,0.0335,0.00179,0.303,0.155,128.041,185171,,,,,,,,,,
8589,Demons - Radio Edit___Paris Blohm,Paris Blohm,Demons - Radio Edit,197817,8/13/20 0:34,0.468,0.888,-4.032,0.107,0.00296,6.54E-05,0.676,0.183,128.023,197817,,,,,,,,,,
8590,Calling (Lose My Mind) - Radio Edit___Sebastian Ingrosso,Sebastian Ingrosso,Calling (Lose My Mind) - Radio Edit,207720,8/13/20 0:37,0.484,0.889,-4.646,0.052,0.01,0.0142,0.217,0.0894,125.065,207720,,,,,,,,,,
8591,You Don't Know About Me (R3hab Remix)___Ella Vos,Ella Vos,You Don't Know About Me (R3hab Remix),157312,8/13/20 0:40,0.665,0.452,-7.81,0.0339,0.299,0,0.113,0.424,159.938,157312,,,,,,,,,,
8592,Ain't My Fault - R3hab Remix___Zara Larsson,Zara Larsson,Ain't My Fault - R3hab Remix,158772,8/13/20 0:42,0.67,0.847,-3.723,0.043,0.0156,0,0.22,0.613,150.109,158773,,,,,,,,,,
8593,Let You Go - Radio Edit___The Chainsmokers,The Chainsmokers,Let You Go - Radio Edit,18348,8/13/20 0:43,0.598,0.882,-2.894,0.0954,0.27,0,0.0793,0.25,125.979,218973,,,,,,,,,,
8594,Strangers___Seven Lions,Seven Lions,Strangers,204213,8/13/20 0:46,0.579,0.697,-7.429,0.0394,0.0142,1.60E-06,0.157,0.49,129.967,204213,,,,,,,,,,
8595,Revelation (feat. HALIENE)___Blasterjaxx,Blasterjaxx,Revelation (feat. HALIENE),165337,8/13/20 0:49,0.576,0.843,-5.421,0.0481,0.0634,6.00E-05,0.245,0.47,124.974,165338,,,,,,,,,,
8596,How to Love (feat. Sofia Reyes) - Hellberg Remix___Cash Cash,Cash Cash,How to Love (feat. Sofia Reyes) - Hellberg Remix,202539,8/13/20 0:52,0.578,0.8,-6.519,0.0572,0.0262,0.00989,0.11,0.457,127.931,202539,,,,,,,,,,
8597,How Many___W&W,W&W,How Many,168250,8/13/20 0:55,0.554,0.884,-3.548,0.108,0.04,0.000225,0.132,0.229,128.036,168250,,,,,,,,,,
8598,Forever___Martin Garrix,Martin Garrix,Forever,218437,8/13/20 0:58,0.487,0.65,-5.195,0.0253,0.191,0,0.0933,0.456,151.964,232533,,,,,,,,,,
8599,Bad (feat. Vassy) - Radio Edit___David Guetta,David Guetta,Bad (feat. Vassy) - Radio Edit,170625,8/13/20 1:01,0.614,0.972,-3.927,0.088,0.00125,0.0186,0.328,0.411,127.966,170625,,,,,,,,,,
8600,How Deep Is Your Love - DJ Snake Remix___Calvin Harris,Calvin Harris,How Deep Is Your Love - DJ Snake Remix,222400,8/13/20 1:05,0.616,0.903,-0.475,0.0938,0.015,0.00102,0.141,0.446,149.93,222400,,,,,,,,,,
8601,Falling Away - Festival Mix (Radio Edit)___Seven Lions,Seven Lions,Falling Away - Festival Mix (Radio Edit),225013,8/13/20 1:09,0.476,0.83,-3.918,0.0564,0.0022,0,0.807,0.211,127.997,225015,,,,,,,,,,
8602,Eat Sleep Rave Repeat (feat. Beardyman) - Calvin Harris Remix___Fatboy Slim,Fatboy Slim,Eat Sleep Rave Repeat (feat. Beardyman) - Calvin Harris Remix,285000,8/13/20 1:13,0.748,0.935,-4.264,0.102,0.425,0.0192,0.149,0.578,127.995,285000,,,,,,,,,,
8603,Wasting Our Lives (WLTP) - Radio Mix___Showtek,Showtek,Wasting Our Lives (WLTP) - Radio Mix,182602,8/13/20 1:16,0.594,0.888,-5.923,0.055,0.00132,0.117,0.42,0.375,128.016,182602,,,,,,,,,,
8604,Put EM Up___W&W,W&W,Put EM Up,182841,8/13/20 1:19,0.398,0.942,-4.544,0.319,0.0609,0.0654,0.687,0.336,102.113,182842,,,,,,,,,,
8605,How You Love Me___3LAU,3LAU,How You Love Me,126457,8/13/20 1:36,0.496,0.789,-3.648,0.0839,0.183,0,0.34,0.286,127.961,210469,,,,,,,,,,
8606,Wake Up Call___Hardwell,Hardwell,Wake Up Call,8893,8/13/20 2:54,0.441,0.875,-2.094,0.0954,0.0408,0.452,0.223,0.135,130.037,248593,,,,,,,,,,
8607,Takeaway___The Chainsmokers,The Chainsmokers,Takeaway,2370,8/13/20 2:54,0.528,0.511,-8.144,0.0324,0.126,0,0.101,0.351,100.1,209880,,,,,,,,,,
8608,Be Kind (with Halsey)___Marshmello,Marshmello,Be Kind (with Halsey),172761,8/13/20 2:57,0.63,0.633,-7.088,0.0457,0.00776,0,0.0541,0.452,93.995,172762,,,,,,,,,,
8609,Barely Breathing___Dillon Francis,Dillon Francis,Barely Breathing,162000,8/13/20 3:00,0.675,0.678,-6.079,0.0722,0.0483,0,0.355,0.324,80.044,162000,,,,,,,,,,
8610,Trigger___Major Lazer,Major Lazer,Trigger,171986,8/13/20 3:03,0.57,0.585,-7.041,0.251,0.128,0.000105,0.111,0.378,97.285,171987,,,,,,,,,,
8611,Wanted___NOTD,NOTD,Wanted,160997,8/13/20 3:05,0.693,0.674,-4.449,0.0723,0.185,0,0.0639,0.378,95.972,160998,,,,,,,,,,
8612,Push My Luck___The Chainsmokers,The Chainsmokers,Push My Luck,181853,8/13/20 3:08,0.563,0.645,-6.422,0.0428,0.293,0,0.202,0.523,89.976,181853,,,,,,,,,,
8613,Only Us___Kygo,Kygo,Only Us,202465,8/13/20 3:11,0.424,0.402,-10.652,0.0617,0.646,5.11E-06,0.104,0.199,82.002,202466,,,,,,,,,,
8614,Exhale___R3HAB,R3HAB,Exhale,174651,8/13/20 3:14,0.723,0.445,-9.084,0.0401,0.321,0.00133,0.156,0.422,128.996,174651,,,,,,,,,,
8615,Caroline___Boy In Space,Boy In Space,Caroline,82003,8/13/20 3:26,0.604,0.637,-7.022,0.0361,0.0543,0,0.168,0.537,140.082,158571,,,,,,,,,,
8616,MUKANJYO___Survive Said The Prophet,Survive Said The Prophet,MUKANJYO,303,8/15/20 1:06,0.316,0.961,-4.082,0.129,0.00364,0,0.226,0.304,94.858,192400,,,,,,,,,,
8617,Revolution (feat. Faustix & Imanos and Kai)___Diplo,Diplo,Revolution (feat. Faustix & Imanos and Kai),852,8/15/20 1:06,0.634,0.724,-5.842,0.0546,0.00499,0.000193,0.0732,0.309,148.024,263716,,,,,,,,,,
8618,Shinzo wo Sasageyo!___Linked Horizon,Linked Horizon,Shinzo wo Sasageyo!,1473,8/15/20 1:06,0.44,0.983,-4.36,0.0868,0.22,0,0.26,0.203,159.968,341413,,,,,,,,,,
8619,Flyers___BRADIO,BRADIO,Flyers,770,8/15/20 1:06,0.45,0.857,-2.35,0.0398,0.0167,0,0.202,0.755,139.064,210084,,,,,,,,,,
8620,Tsunami - Original Mix___DVBBS,DVBBS,Tsunami - Original Mix,448,8/15/20 1:06,0.758,0.887,-6.167,0.0577,0.00145,0.199,0.0832,0.824,124.992,330075,,,,,,,,,,
8621,Habit - T-Mass Remix___Rain Man,Rain Man,Habit - T-Mass Remix,763,8/15/20 1:06,0.439,0.829,-2.969,0.0679,0.174,0,0.391,0.375,149.932,233617,,,,,,,,,,
8622,Touch off___UVERworld,UVERworld,Touch off,867,8/15/20 1:06,0.499,0.891,-3.757,0.046,2.86E-05,0.000328,0.28,0.215,99.999,260707,,,,,,,,,,
8623,Frontlines___Zeds Dead,Zeds Dead,Frontlines,6028,8/15/20 1:06,0.407,0.925,-4.155,0.0747,0.0113,0.0025,0.192,0.119,151.993,214733,,,,,,,,,,
8624,If I Lose Myself - Alesso vs OneRepublic___OneRepublic,OneRepublic,If I Lose Myself - Alesso vs OneRepublic,6769,8/15/20 1:06,0.523,0.782,-4.846,0.041,0.219,1.03E-05,0.133,0.164,125.998,214813,,,,,,,,,,
8625,Gurenge___JVNA,JVNA,Gurenge,638,8/15/20 1:06,0.262,0.679,-3.882,0.0414,0.0737,0,0.145,0.0667,149.577,204800,,,,,,,,,,
8626,Louder___MOTi,MOTi,Louder,26426,8/15/20 1:06,0.643,0.667,-6.993,0.152,0.0433,0,0.0904,0.485,145.999,217404,,,,,,,,,,
8627,Whatcha Need___W&W,W&W,Whatcha Need,8217,8/15/20 1:07,0.393,0.94,-3.894,0.0718,0.0663,0.00264,0.546,0.297,129.958,147231,,,,,,,,,,
8628,Cheap Thrills - Hex Cougar Remix___Sia,Sia,Cheap Thrills - Hex Cougar Remix,115,8/15/20 1:07,0.628,0.724,-3.716,0.0689,0.428,1.28E-06,0.105,0.304,95.004,229693,,,,,,,,,,
8629,Until You Were Gone (feat. Emily Warren) - Reez Remix___The Chainsmokers,The Chainsmokers,Until You Were Gone (feat. Emily Warren) - Reez Remix,756,8/15/20 1:07,0.509,0.733,-6.127,0.0569,0.064,2.20E-06,0.358,0.316,128.021,216267,,,,,,,,,,
8630,Bazaar - Official Sunburn Goa 2015 Anthem___KSHMR,KSHMR,Bazaar - Official Sunburn Goa 2015 Anthem,5189,8/15/20 1:27,0.582,0.979,-2.492,0.0714,0.125,0.00152,0.339,0.196,128.01,172500,,,,,,,,,,
8631,Savior - Radio Edit___Bassjackers,Bassjackers,Savior - Radio Edit,170170,8/15/20 1:48,0.747,0.882,-3.317,0.0543,0.000322,0.218,0.351,0.308,128.095,170171,,,,,,,,,,
8632,Reload - Radio Edit___Sebastian Ingrosso,Sebastian Ingrosso,Reload - Radio Edit,92949,8/15/20 1:59,0.485,0.724,-4.633,0.0521,0.0736,0,0.0631,0.433,128.045,221273,,,,,,,,,,
8633,Reload - Radio Edit___Sebastian Ingrosso,Sebastian Ingrosso,Reload - Radio Edit,2027,8/16/20 17:50,0.485,0.724,-4.633,0.0521,0.0736,0,0.0631,0.433,128.045,221273,,,,,,,,,,
8634,Faded - Tungevaag & Raaban Remix___Alan Walker,Alan Walker,Faded - Tungevaag & Raaban Remix,131268,8/16/20 17:54,0.638,0.81,-6.836,0.0671,0.00742,0.0475,0.101,0.155,128.041,251507,,,,,,,,,,
8635,crossing field___LiSA,LiSA,crossing field,2353,8/16/20 17:54,0.447,0.983,-2.281,0.268,0.0157,0,0.276,0.317,179.072,248947,,,,,,,,,,
8636,Underground___Quintino,Quintino,Underground,172499,8/16/20 17:57,0.521,0.842,-5.154,0.0472,0.000891,0.0234,0.0445,0.142,93.984,264300,,,,,,,,,,
8637,TECHNO (feat. Waka Flocka Flame)___Diplo,Diplo,TECHNO (feat. Waka Flocka Flame),147520,8/16/20 18:18,0.668,0.911,-4.157,0.0593,0.00505,0.000126,0.327,0.655,150.03,208012,,,,,,,,,,
8638,TECHNO (feat. Waka Flocka Flame)___Diplo,Diplo,TECHNO (feat. Waka Flocka Flame),9097,8/16/20 19:17,0.668,0.911,-4.157,0.0593,0.00505,0.000126,0.327,0.655,150.03,208012,,,,,,,,,,
8639,Crazy___BEAUZ,BEAUZ,Crazy,188235,8/16/20 19:20,0.729,0.73,-5.14,0.261,0.00165,4.33E-05,0.118,0.41,156.953,191399,,,,,,,,,,
8640,Potions___SLANDER,SLANDER,Potions,215200,8/16/20 19:23,0.545,0.323,-12.006,0.0391,0.102,2.74E-06,0.107,0.193,149.941,215200,,,,,,,,,,
8641,Clannad - The Place Where Wishes Come True___Kenzie Smith Piano,Kenzie Smith Piano,Clannad - The Place Where Wishes Come True,3756,8/16/20 19:24,0.756,0.0645,-18.164,0.137,0.959,0.894,0.153,0.516,132.033,207745,,,,,,,,,,
8642,again___YUI,YUI,again,11917,8/16/20 19:24,0.62,0.836,-4.27,0.0354,0.0427,0,0.337,0.546,140.073,255213,,,,,,,,,,
8643,Greedy___Sunset Rollercoaster,Sunset Rollercoaster,Greedy,258600,8/16/20 19:28,0.71,0.522,-10.445,0.0273,0.825,0.702,0.123,0.639,142.007,258600,,,,,,,,,,
8644,Roaring Tides___Cat Trumpet,Cat Trumpet,Roaring Tides,133416,8/16/20 19:30,0.747,0.087,-30.341,0.134,0.993,0.884,0.0926,0.479,115.458,200845,,,,,,,,,,
8645,Creep - mint Singles___R3HAB,R3HAB,Creep - mint Singles,161190,8/16/20 19:33,0.766,0.611,-9.251,0.0542,0.112,0.000606,0.187,0.128,126,161190,,,,,,,,,,
8646,ボタン___PENGUIN RESEARCH,PENGUIN RESEARCH,ボタン,7380,8/16/20 19:33,0.348,0.96,-4.398,0.144,0.00207,3.41E-05,0.122,0.4,181.944,235000,,,,,,,,,,
8647,Yesterday Once More___Carpenters,Carpenters,Yesterday Once More,233533,8/16/20 19:37,0.254,0.38,-13.806,0.0337,0.672,0,0.379,0.408,168.496,233533,,,,,,,,,,
8648,レイン___SID,SID,レイン,963,8/16/20 19:40,0.599,0.801,-4.912,0.0276,0.0285,0,0.126,0.65,94.955,256067,,,,,,,,,,
8649,"Soundscape to Ardor (Morning Remembrance) - From ""Bleach""___Vasaria Project",Vasaria Project,"Soundscape to Ardor (Morning Remembrance) - From ""Bleach""",1756,8/16/20 19:40,0.616,0.357,-16.846,0.0505,0.989,0.936,0.0966,0.466,117.998,76000,,,,,,,,,,
8650,Departures 〜あなたにおくるアイの歌〜___EGOIST,EGOIST,Departures 〜あなたにおくるアイの歌〜,976,8/16/20 19:40,0.473,0.431,-8.172,0.0305,0.493,0,0.0752,0.283,143.862,255013,,,,,,,,,,
8651,Period___CHEMISTRY,CHEMISTRY,Period,8063,8/16/20 19:40,0.385,0.912,-4.198,0.105,0.00487,1.11E-05,0.0926,0.312,127.038,215040,,,,,,,,,,
8652,Trampoline (with ZAYN)___SHAED,SHAED,Trampoline (with ZAYN),184280,8/16/20 19:40,0.619,0.459,-5.782,0.0334,0.56,0,0.137,0.498,126.803,184280,,,,,,,,,,
8653,All Alone With You___EGOIST,EGOIST,All Alone With You,1543,8/16/20 19:40,0.26,0.67,-4.682,0.0407,0.0802,0.00467,0.192,0.343,143.71,350320,,,,,,,,,,
