,name,artistName,trackName,msPlayed,datetime,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,,,,,,,,,,
2975,Reload - Radio Edit___Sebastian Ingrosso,Sebastian Ingrosso,Reload - Radio Edit,221272,2/17/20 3:46,0.485,0.724,-4.633,0.0521,0.0736,0,0.0631,0.433,128.045,221273,,,,,,,,,,
2976,Nevada___Vicetone,Vicetone,Nevada,208561,2/17/20 3:49,0.605,0.783,-4.271,0.0324,0.299,0.000175,0.133,0.105,124.015,208562,,,,,,,,,,
2977,PAYDAY___Alesso,Alesso,PAYDAY,197866,2/17/20 3:53,0.567,0.931,-5.385,0.0734,0.022,0.726,0.271,0.18,126.016,197867,,,,,,,,,,
2978,Kyouran Hey Kids!!___THE ORAL CIGARETTES,THE ORAL CIGARETTES,Kyouran Hey Kids!!,250973,2/17/20 3:57,0.526,0.981,-1.82,0.111,0.00318,0.00161,0.187,0.781,142.016,250973,,,,,,,,,,
2979,crossing field___LiSA,LiSA,crossing field,248946,2/17/20 4:01,0.447,0.983,-2.281,0.268,0.0157,0,0.276,0.317,179.072,248947,,,,,,,,,,
2980,Arcade___Dimitri Vegas & Like Mike,Dimitri Vegas & Like Mike,Arcade,225000,2/17/20 4:05,0.565,0.957,-4.167,0.0723,0.00923,0.69,0.293,0.175,127.953,225000,,,,,,,,,,
2981,In My Mind (feat. Georgi Kay) - Axwell Radio Edit___Ivan Gough,Ivan Gough,In My Mind (feat. Georgi Kay) - Axwell Radio Edit,185624,2/17/20 4:08,0.51,0.831,-4.514,0.0606,0.0435,3.14E-06,0.346,0.376,128.025,185625,,,,,,,,,,
2982,The Hum___Dimitri Vegas & Like Mike,Dimitri Vegas & Like Mike,The Hum,211000,2/17/20 4:11,0.729,0.947,-3.103,0.0458,0.211,0.822,0.367,0.209,130.005,211000,,,,,,,,,,
2983,Underground___Quintino,Quintino,Underground,172499,2/17/20 4:14,0.521,0.842,-5.154,0.0472,0.000891,0.0234,0.0445,0.142,93.984,264300,,,,,,,,,,
2984,Burnin___Calvin Harris,Calvin Harris,Burnin,234773,2/17/20 4:18,0.516,0.755,-3.724,0.0383,0.0633,0.00103,0.107,0.165,140.099,262173,,,,,,,,,,
2985,Alarm - Marshmello Remix___Anne-Marie,Anne-Marie,Alarm - Marshmello Remix,219718,2/17/20 4:22,0.684,0.975,-0.045,0.0904,0.0429,0,0.064,0.7,141.994,219718,,,,,,,,,,
2986,Don't Let Me Down (feat. Daya) - Hardwell & Sephyx Remix___The Chainsmokers,The Chainsmokers,Don't Let Me Down (feat. Daya) - Hardwell & Sephyx Remix,162440,2/17/20 4:25,0.509,0.897,-3.418,0.0454,0.0861,0.000634,0.0625,0.283,149.864,162440,,,,,,,,,,
2987,Thunder___W&W,W&W,Thunder,170625,2/17/20 4:28,0.605,0.822,-4.833,0.0438,0.00671,0.134,0.147,0.288,167.997,187147,,,,,,,,,,
2988,Find Me___Marshmello,Marshmello,Find Me,180000,2/17/20 4:31,0.557,0.889,-4.045,0.0499,0.00012,0.000225,0.325,0.173,142.015,180000,,,,,,,,,,
2989,One - Radio Edit___Swedish House Mafia,Swedish House Mafia,One - Radio Edit,114291,2/17/20 19:20,0.802,0.781,-6.564,0.0368,0.0075,0.825,0.147,0.622,125.026,169920,,,,,,,,,,
2990,Flyers___BRADIO,BRADIO,Flyers,3465,2/18/20 15:32,0.45,0.857,-2.35,0.0398,0.0167,0,0.202,0.755,139.064,210084,,,,,,,,,,
2991,Blame (feat. John Newman)___Calvin Harris,Calvin Harris,Blame (feat. John Newman),2553,2/18/20 15:33,0.414,0.857,-4.078,0.0808,0.0287,0.00574,0.343,0.348,128.024,212960,,,,,,,,,,
2992,MUKANJYO___Survive Said The Prophet,Survive Said The Prophet,MUKANJYO,1836,2/18/20 15:33,0.316,0.961,-4.082,0.129,0.00364,0,0.226,0.304,94.858,192400,,,,,,,,,,
2993,ゴールデンタイムラバー___Sukima Switch,Sukima Switch,ゴールデンタイムラバー,1784,2/18/20 15:33,0.647,0.864,-5.19,0.0296,0.00536,0,0.403,0.767,125.095,339720,,,,,,,,,,
2994,Beautiful Now___Zedd,Zedd,Beautiful Now,782,2/18/20 15:33,0.628,0.833,-4.126,0.0282,0.0079,1.48E-05,0.074,0.56,128.003,218293,,,,,,,,,,
2995,Under Control (feat. Hurts)___Calvin Harris,Calvin Harris,Under Control (feat. Hurts),1653,2/18/20 15:33,0.544,0.915,-3.405,0.0841,0.129,0.000914,0.115,0.51,126.094,184280,,,,,,,,,,
2996,Touch off___UVERworld,UVERworld,Touch off,992,2/18/20 15:33,0.499,0.891,-3.757,0.046,2.86E-05,0.000328,0.28,0.215,99.999,260707,,,,,,,,,,
2997,You & Me - Flume Remix___Disclosure,Disclosure,You & Me - Flume Remix,69744,2/18/20 15:33,0.593,0.392,-6.872,0.0257,0.382,0.000114,0.131,0.25,75.065,282813,,,,,,,,,,
2998,Thunder___W&W,W&W,Thunder,2527,2/18/20 15:34,0.605,0.822,-4.833,0.0438,0.00671,0.134,0.147,0.288,167.997,187147,,,,,,,,,,
2999,Raise Your Hands - Radio Edit___Ummet Ozcan,Ummet Ozcan,Raise Your Hands - Radio Edit,4156,2/18/20 15:34,0.711,0.958,-3.47,0.0443,0.00595,0.792,0.168,0.231,127.997,191250,,,,,,,,,,
3000,Beast (All as One)___Dimitri Vegas & Like Mike,Dimitri Vegas & Like Mike,Beast (All as One),20243,2/18/20 15:34,0.333,0.985,-2.843,0.0563,0.0326,0.769,0.226,0.393,135.24,189826,,,,,,,,,,
3001,THE DAY___PornoGraffitti,PornoGraffitti,THE DAY,1254,2/18/20 15:34,0.512,0.933,-4.759,0.0738,0.000761,0,0.342,0.465,92.998,241627,,,,,,,,,,
3002,Five More Hours - Deorro x Chris Brown___Deorro,Deorro,Five More Hours - Deorro x Chris Brown,3033,2/18/20 15:34,0.699,0.883,-3.226,0.219,0.0288,0,0.817,0.499,127.961,211975,,,,,,,,,,
3003,The Hum___Dimitri Vegas & Like Mike,Dimitri Vegas & Like Mike,The Hum,5244,2/18/20 15:34,0.729,0.947,-3.103,0.0458,0.211,0.822,0.367,0.209,130.005,211000,,,,,,,,,,
3004,Reload - Radio Edit___Sebastian Ingrosso,Sebastian Ingrosso,Reload - Radio Edit,1302,2/18/20 15:34,0.485,0.724,-4.633,0.0521,0.0736,0,0.0631,0.433,128.045,221273,,,,,,,,,,
3005,crossing field___LiSA,LiSA,crossing field,1040,2/18/20 15:34,0.447,0.983,-2.281,0.268,0.0157,0,0.276,0.317,179.072,248947,,,,,,,,,,
3006,Faded - Tungevaag & Raaban Remix___Alan Walker,Alan Walker,Faded - Tungevaag & Raaban Remix,754,2/18/20 15:35,0.638,0.81,-6.836,0.0671,0.00742,0.0475,0.101,0.155,128.041,251507,,,,,,,,,,
3007,The Universe___Hardwell,Hardwell,The Universe,1245,2/18/20 15:35,0.669,0.917,-4.336,0.0824,0.000472,0.000707,0.119,0.132,130.015,262150,,,,,,,,,,
3008,Anywhere - R3hab Remix___Rita Ora,Rita Ora,Anywhere - R3hab Remix,1407,2/18/20 15:35,0.67,0.864,-2.864,0.0321,0.0387,0,0.101,0.332,107.053,174953,,,,,,,,,,
3009,Animals - Radio Edit___Martin Garrix,Martin Garrix,Animals - Radio Edit,2596,2/18/20 15:35,0.593,0.914,-5.351,0.0363,0.00137,0.445,0.0714,0.0381,128.015,176120,,,,,,,,,,
3010,Rude - Zedd Remix___MAGIC!,MAGIC!,Rude - Zedd Remix,1675,2/18/20 15:35,0.598,0.836,-2.388,0.0457,0.0324,2.44E-06,0.0751,0.343,130.009,273231,,,,,,,,,,
3011,Profondo___Alesso,Alesso,Profondo,6564,2/18/20 15:35,0.239,0.562,-9.403,0.0663,0.159,0.414,0.714,0.175,79.262,140040,,,,,,,,,,
3012,PAYDAY___Alesso,Alesso,PAYDAY,796,2/18/20 15:35,0.567,0.931,-5.385,0.0734,0.022,0.726,0.271,0.18,126.016,197867,,,,,,,,,,
3013,Spotless___Martin Garrix,Martin Garrix,Spotless,43077,2/18/20 15:35,0.517,0.828,-5.648,0.0482,9.69E-05,0.841,0.411,0.0605,128.077,195005,,,,,,,,,,
3014,Nevada___Vicetone,Vicetone,Nevada,13217,2/18/20 15:35,0.605,0.783,-4.271,0.0324,0.299,0.000175,0.133,0.105,124.015,208562,,,,,,,,,,
3015,One - Radio Edit___Swedish House Mafia,Swedish House Mafia,One - Radio Edit,797,2/18/20 15:36,0.802,0.781,-6.564,0.0368,0.0075,0.825,0.147,0.622,125.026,169920,,,,,,,,,,
3016,GUD VIBRATIONS___NGHTMRE,NGHTMRE,GUD VIBRATIONS,14710,2/18/20 15:36,0.514,0.924,-5.417,0.052,0.000208,0.805,0.0684,0.0675,151.994,224211,,,,,,,,,,
3017,No Money___Galantis,Galantis,No Money,7250,2/18/20 15:36,0.671,0.916,-4.014,0.0397,0.0282,0.00762,0.24,0.803,126.01,189127,,,,,,,,,,
3018,Find Me___Marshmello,Marshmello,Find Me,7680,2/18/20 15:36,0.557,0.889,-4.045,0.0499,0.00012,0.000225,0.325,0.173,142.015,180000,,,,,,,,,,
3019,月虹___BUMP OF CHICKEN,BUMP OF CHICKEN,月虹,1441,2/18/20 15:36,0.554,0.921,-3.699,0.0313,0.00654,0,0.235,0.755,99.963,287253,,,,,,,,,,
3020,Kyouran Hey Kids!!___THE ORAL CIGARETTES,THE ORAL CIGARETTES,Kyouran Hey Kids!!,1061,2/18/20 15:36,0.526,0.981,-1.82,0.111,0.00318,0.00161,0.187,0.781,142.016,250973,,,,,,,,,,
3021,Hold (Candyland Remix)___Elephante,Elephante,Hold (Candyland Remix),9963,2/18/20 15:36,0.735,0.691,-5.448,0.211,0.154,6.43E-05,0.164,0.305,103.863,136166,,,,,,,,,,
3022,Don't Let Me Down (feat. Daya) - W&W Remix___The Chainsmokers,The Chainsmokers,Don't Let Me Down (feat. Daya) - W&W Remix,1200,2/18/20 15:36,0.431,0.877,-5.677,0.121,0.041,0.00128,0.126,0.484,159.897,195093,,,,,,,,,,
3023,MOONRISE___Quintino,Quintino,MOONRISE,19816,2/18/20 15:36,0.632,0.921,-7.284,0.0409,0.005,0.958,0.562,0.0751,127.953,168281,,,,,,,,,,
3024,Blame (feat. John Newman)___Calvin Harris,Calvin Harris,Blame (feat. John Newman),8919,2/18/20 15:37,0.414,0.857,-4.078,0.0808,0.0287,0.00574,0.343,0.348,128.024,212960,,,,,,,,,,
3025,In My Mind (feat. Georgi Kay) - Axwell Radio Edit___Ivan Gough,Ivan Gough,In My Mind (feat. Georgi Kay) - Axwell Radio Edit,1000,2/18/20 15:37,0.51,0.831,-4.514,0.0606,0.0435,3.14E-06,0.346,0.376,128.025,185625,,,,,,,,,,
3026,Lightning Strikes___Steve Aoki,Steve Aoki,Lightning Strikes,2341,2/18/20 15:37,0.619,0.979,-6.194,0.108,0.0277,0.06,0.296,0.13,130.009,238128,,,,,,,,,,
3027,Heroes (we could be)___Alesso,Alesso,Heroes (we could be),920,2/18/20 15:37,0.503,0.748,-4.124,0.0619,0.0305,0,0.343,0.356,125.896,210013,,,,,,,,,,
3028,This Is What You Came For (feat. Rihanna)___Calvin Harris,Calvin Harris,This Is What You Came For (feat. Rihanna),1240,2/18/20 15:37,0.63,0.928,-2.787,0.0331,0.199,0.124,0.148,0.465,123.963,222160,,,,,,,,,,
3029,Giant (with Rag'n'Bone Man)___Calvin Harris,Calvin Harris,Giant (with Rag'n'Bone Man),1586,2/18/20 15:37,0.807,0.887,-4.311,0.0361,0.016,0.000503,0.0811,0.606,122.015,229184,,,,,,,,,,
3030,Like I Do___David Guetta,David Guetta,Like I Do,1623,2/18/20 15:37,0.635,0.9,-3.719,0.0377,0.00664,0.0145,0.37,0.15,127.978,202500,,,,,,,,,,
3031,Don't Let Me Down (feat. Daya) - Hardwell & Sephyx Remix___The Chainsmokers,The Chainsmokers,Don't Let Me Down (feat. Daya) - Hardwell & Sephyx Remix,5298,2/18/20 15:37,0.509,0.897,-3.418,0.0454,0.0861,0.000634,0.0625,0.283,149.864,162440,,,,,,,,,,
3032,Aftershock (feat. Jacquie)___Cash Cash,Cash Cash,Aftershock (feat. Jacquie),1726,2/18/20 15:37,0.544,0.811,-2.271,0.0515,0.052,0,0.121,0.188,129.011,206320,,,,,,,,,,
3033,Savior - Radio Edit___Bassjackers,Bassjackers,Savior - Radio Edit,2336,2/18/20 15:37,0.747,0.882,-3.317,0.0543,0.000322,0.218,0.351,0.308,128.095,170171,,,,,,,,,,
3034,Goya No Machiawase___Hello Sleepwalkers,Hello Sleepwalkers,Goya No Machiawase,2172,2/18/20 15:37,0.406,0.959,-3.014,0.0952,0.000891,0,0.327,0.571,94.277,170640,,,,,,,,,,
3035,Promises (with Sam Smith)___Calvin Harris,Calvin Harris,Promises (with Sam Smith),1034,2/18/20 15:37,0.781,0.768,-5.991,0.0394,0.0119,4.91E-06,0.325,0.486,123.07,213309,,,,,,,,,,
3036,Arcade___Dimitri Vegas & Like Mike,Dimitri Vegas & Like Mike,Arcade,5957,2/18/20 15:37,0.565,0.957,-4.167,0.0723,0.00923,0.69,0.293,0.175,127.953,225000,,,,,,,,,,
3037,One Kiss (with Dua Lipa)___Calvin Harris,Calvin Harris,One Kiss (with Dua Lipa),733,2/18/20 15:37,0.791,0.862,-3.24,0.11,0.037,2.19E-05,0.0814,0.592,123.994,214847,,,,,,,,,,
3038,One Kiss (with Dua Lipa)___Calvin Harris,Calvin Harris,One Kiss (with Dua Lipa),5390,2/18/20 15:37,0.791,0.862,-3.24,0.11,0.037,2.19E-05,0.0814,0.592,123.994,214847,,,,,,,,,,
3039,Summer___Calvin Harris,Calvin Harris,Summer,9676,2/18/20 15:37,0.596,0.856,-3.556,0.0346,0.0211,0.0178,0.141,0.743,127.949,222533,,,,,,,,,,
3040,Underground___Quintino,Quintino,Underground,1551,2/18/20 15:37,0.521,0.842,-5.154,0.0472,0.000891,0.0234,0.0445,0.142,93.984,264300,,,,,,,,,,
3041,Dance Monkey___Tones And I,Tones And I,Dance Monkey,1290,2/18/20 15:37,0.824,0.588,-6.4,0.0924,0.692,0.000104,0.149,0.513,98.027,209438,,,,,,,,,,
3042,Outside (feat. Ellie Goulding)___Calvin Harris,Calvin Harris,Outside (feat. Ellie Goulding),25332,2/18/20 15:38,0.646,0.823,-4.123,0.0394,0.213,0,0.322,0.418,128.035,227267,,,,,,,,,,
3043,Dollar Signs (feat. Tinashe)___Calvin Harris,Calvin Harris,Dollar Signs (feat. Tinashe),6000,2/18/20 15:38,0.755,0.897,-2.269,0.0329,0.367,0.00215,0.358,0.729,128,236067,,,,,,,,,,
3044,Faith___Calvin Harris,Calvin Harris,Faith,7475,2/18/20 15:51,0.375,0.605,-7.268,0.0729,0.612,0.0448,0.147,0.128,175.946,283227,,,,,,,,,,
3045,Dollar Signs (feat. Tinashe)___Calvin Harris,Calvin Harris,Dollar Signs (feat. Tinashe),17711,2/19/20 22:30,0.755,0.897,-2.269,0.0329,0.367,0.00215,0.358,0.729,128,236067,,,,,,,,,,
3046,Burnin___Calvin Harris,Calvin Harris,Burnin,234773,2/19/20 22:34,0.516,0.755,-3.724,0.0383,0.0633,0.00103,0.107,0.165,140.099,262173,,,,,,,,,,
3047,Live The Night___W&W,W&W,Live The Night,133125,2/19/20 22:36,0.805,0.968,-3.909,0.227,0.00707,0.00091,0.368,0.211,127.984,133125,,,,,,,,,,
3048,Alone - MRVLZ Remix___Marshmello,Marshmello,Alone - MRVLZ Remix,166002,2/19/20 22:39,0.625,0.921,-3.29,0.0305,0.0412,1.21E-05,0.0782,0.494,100.004,166002,,,,,,,,,,
3049,Backlash - Martin Garrix Radio Edit___DubVision,DubVision,Backlash - Martin Garrix Radio Edit,172913,2/19/20 22:42,0.603,0.792,-4.782,0.0472,0.00233,2.74E-06,0.168,0.195,126.926,172913,,,,,,,,,,
3050,Flyers___BRADIO,BRADIO,Flyers,210083,2/19/20 22:46,0.45,0.857,-2.35,0.0398,0.0167,0,0.202,0.755,139.064,210084,,,,,,,,,,
3051,asphyxia___Cö Shu Nie,Cö Shu Nie,asphyxia,174893,2/19/20 22:48,0.192,0.913,-3.318,0.15,0.05,0,0.283,0.39,82.52,174893,,,,,,,,,,
3052,MUKANJYO___Survive Said The Prophet,Survive Said The Prophet,MUKANJYO,1301,2/19/20 22:51,0.316,0.961,-4.082,0.129,0.00364,0,0.226,0.304,94.858,192400,,,,,,,,,,
3053,Shinzo wo Sasageyo!___Linked Horizon,Linked Horizon,Shinzo wo Sasageyo!,163045,2/19/20 22:51,0.44,0.983,-4.36,0.0868,0.22,0,0.26,0.203,159.968,341413,,,,,,,,,,
3054,Reload - Radio Edit___Sebastian Ingrosso,Sebastian Ingrosso,Reload - Radio Edit,1045,2/19/20 22:51,0.485,0.724,-4.633,0.0521,0.0736,0,0.0631,0.433,128.045,221273,,,,,,,,,,
3055,Alarm - Marshmello Remix___Anne-Marie,Anne-Marie,Alarm - Marshmello Remix,920,2/19/20 22:51,0.684,0.975,-0.045,0.0904,0.0429,0,0.064,0.7,141.994,219718,,,,,,,,,,
3056,Touch off___UVERworld,UVERworld,Touch off,842,2/19/20 22:51,0.499,0.891,-3.757,0.046,2.86E-05,0.000328,0.28,0.215,99.999,260707,,,,,,,,,,
3057,Anywhere - R3hab Remix___Rita Ora,Rita Ora,Anywhere - R3hab Remix,56383,2/19/20 22:52,0.67,0.864,-2.864,0.0321,0.0387,0,0.101,0.332,107.053,174953,,,,,,,,,,
3058,Nevada___Vicetone,Vicetone,Nevada,208561,2/19/20 22:56,0.605,0.783,-4.271,0.0324,0.299,0.000175,0.133,0.105,124.015,208562,,,,,,,,,,
3059,Raise Your Hands - Radio Edit___Ummet Ozcan,Ummet Ozcan,Raise Your Hands - Radio Edit,946,2/19/20 22:58,0.711,0.958,-3.47,0.0443,0.00595,0.792,0.168,0.231,127.997,191250,,,,,,,,,,
3060,Beast (All as One)___Dimitri Vegas & Like Mike,Dimitri Vegas & Like Mike,Beast (All as One),132366,2/19/20 22:58,0.333,0.985,-2.843,0.0563,0.0326,0.769,0.226,0.393,135.24,189826,,,,,,,,,,
3061,The Hum___Dimitri Vegas & Like Mike,Dimitri Vegas & Like Mike,The Hum,211000,2/19/20 23:01,0.729,0.947,-3.103,0.0458,0.211,0.822,0.367,0.209,130.005,211000,,,,,,,,,,
3062,Thunder___W&W,W&W,Thunder,170625,2/19/20 23:04,0.605,0.822,-4.833,0.0438,0.00671,0.134,0.147,0.288,167.997,187147,,,,,,,,,,
3063,In My Mind (feat. Georgi Kay) - Axwell Radio Edit___Ivan Gough,Ivan Gough,In My Mind (feat. Georgi Kay) - Axwell Radio Edit,185624,2/19/20 23:07,0.51,0.831,-4.514,0.0606,0.0435,3.14E-06,0.346,0.376,128.025,185625,,,,,,,,,,
3064,Lightning Strikes___Steve Aoki,Steve Aoki,Lightning Strikes,238128,2/19/20 23:11,0.619,0.979,-6.194,0.108,0.0277,0.06,0.296,0.13,130.009,238128,,,,,,,,,,
3065,THE DAY___PornoGraffitti,PornoGraffitti,THE DAY,241626,2/19/20 23:15,0.512,0.933,-4.759,0.0738,0.000761,0,0.342,0.465,92.998,241627,,,,,,,,,,
3066,Animals - Radio Edit___Martin Garrix,Martin Garrix,Animals - Radio Edit,176120,2/19/20 23:18,0.593,0.914,-5.351,0.0363,0.00137,0.445,0.0714,0.0381,128.015,176120,,,,,,,,,,
3067,Profondo___Alesso,Alesso,Profondo,140040,2/19/20 23:21,0.239,0.562,-9.403,0.0663,0.159,0.414,0.714,0.175,79.262,140040,,,,,,,,,,
3068,PAYDAY___Alesso,Alesso,PAYDAY,197866,2/19/20 23:24,0.567,0.931,-5.385,0.0734,0.022,0.726,0.271,0.18,126.016,197867,,,,,,,,,,
3069,ゴールデンタイムラバー___Sukima Switch,Sukima Switch,ゴールデンタイムラバー,339720,2/19/20 23:30,0.647,0.864,-5.19,0.0296,0.00536,0,0.403,0.767,125.095,339720,,,,,,,,,,
3070,MOONRISE___Quintino,Quintino,MOONRISE,168281,2/19/20 23:32,0.632,0.921,-7.284,0.0409,0.005,0.958,0.562,0.0751,127.953,168281,,,,,,,,,,
3071,Rude - Zedd Remix___MAGIC!,MAGIC!,Rude - Zedd Remix,273230,2/19/20 23:37,0.598,0.836,-2.388,0.0457,0.0324,2.44E-06,0.0751,0.343,130.009,273231,,,,,,,,,,
3072,The Universe___Hardwell,Hardwell,The Universe,262149,2/19/20 23:42,0.669,0.917,-4.336,0.0824,0.000472,0.000707,0.119,0.132,130.015,262150,,,,,,,,,,
3073,Like I Do___David Guetta,David Guetta,Like I Do,202500,2/19/20 23:45,0.635,0.9,-3.719,0.0377,0.00664,0.0145,0.37,0.15,127.978,202500,,,,,,,,,,
3074,Five More Hours - Deorro x Chris Brown___Deorro,Deorro,Five More Hours - Deorro x Chris Brown,211975,2/19/20 23:51,0.699,0.883,-3.226,0.219,0.0288,0,0.817,0.499,127.961,211975,,,,,,,,,,
3075,Goya No Machiawase___Hello Sleepwalkers,Hello Sleepwalkers,Goya No Machiawase,170640,2/19/20 23:54,0.406,0.959,-3.014,0.0952,0.000891,0,0.327,0.571,94.277,170640,,,,,,,,,,
3076,Don't Let Me Down (feat. Daya) - W&W Remix___The Chainsmokers,The Chainsmokers,Don't Let Me Down (feat. Daya) - W&W Remix,195093,2/19/20 23:57,0.431,0.877,-5.677,0.121,0.041,0.00128,0.126,0.484,159.897,195093,,,,,,,,,,
3077,月虹___BUMP OF CHICKEN,BUMP OF CHICKEN,月虹,287252,2/20/20 0:02,0.554,0.921,-3.699,0.0313,0.00654,0,0.235,0.755,99.963,287253,,,,,,,,,,
3078,Don't Let Me Down (feat. Daya) - Hardwell & Sephyx Remix___The Chainsmokers,The Chainsmokers,Don't Let Me Down (feat. Daya) - Hardwell & Sephyx Remix,162440,2/20/20 0:04,0.509,0.897,-3.418,0.0454,0.0861,0.000634,0.0625,0.283,149.864,162440,,,,,,,,,,
3079,crossing field___LiSA,LiSA,crossing field,248946,2/20/20 0:09,0.447,0.983,-2.281,0.268,0.0157,0,0.276,0.317,179.072,248947,,,,,,,,,,
3080,One - Radio Edit___Swedish House Mafia,Swedish House Mafia,One - Radio Edit,169920,2/20/20 0:11,0.802,0.781,-6.564,0.0368,0.0075,0.825,0.147,0.622,125.026,169920,,,,,,,,,,
3081,Faded - Tungevaag & Raaban Remix___Alan Walker,Alan Walker,Faded - Tungevaag & Raaban Remix,251506,2/20/20 0:16,0.638,0.81,-6.836,0.0671,0.00742,0.0475,0.101,0.155,128.041,251507,,,,,,,,,,
3082,Spotless___Martin Garrix,Martin Garrix,Spotless,195004,2/20/20 0:19,0.517,0.828,-5.648,0.0482,9.69E-05,0.841,0.411,0.0605,128.077,195005,,,,,,,,,,
3083,Dance Monkey___Tones And I,Tones And I,Dance Monkey,209438,2/20/20 0:22,0.824,0.588,-6.4,0.0924,0.692,0.000104,0.149,0.513,98.027,209438,,,,,,,,,,
3084,No Money___Galantis,Galantis,No Money,189126,2/20/20 0:26,0.671,0.916,-4.014,0.0397,0.0282,0.00762,0.24,0.803,126.01,189127,,,,,,,,,,
3085,Find Me___Marshmello,Marshmello,Find Me,180000,2/20/20 0:29,0.557,0.889,-4.045,0.0499,0.00012,0.000225,0.325,0.173,142.015,180000,,,,,,,,,,
3086,Blame (feat. John Newman)___Calvin Harris,Calvin Harris,Blame (feat. John Newman),212960,2/20/20 0:33,0.414,0.857,-4.078,0.0808,0.0287,0.00574,0.343,0.348,128.024,212960,,,,,,,,,,
3087,Aftershock (feat. Jacquie)___Cash Cash,Cash Cash,Aftershock (feat. Jacquie),206320,2/20/20 0:36,0.544,0.811,-2.271,0.0515,0.052,0,0.121,0.188,129.011,206320,,,,,,,,,,
3088,Hold (Candyland Remix)___Elephante,Elephante,Hold (Candyland Remix),136165,2/20/20 0:38,0.735,0.691,-5.448,0.211,0.154,6.43E-05,0.164,0.305,103.863,136166,,,,,,,,,,
3089,GUD VIBRATIONS___NGHTMRE,NGHTMRE,GUD VIBRATIONS,224210,2/20/20 0:42,0.514,0.924,-5.417,0.052,0.000208,0.805,0.0684,0.0675,151.994,224211,,,,,,,,,,
3090,Like I Do___David Guetta,David Guetta,Like I Do,202500,2/20/20 0:46,0.635,0.9,-3.719,0.0377,0.00664,0.0145,0.37,0.15,127.978,202500,,,,,,,,,,
3091,Kyouran Hey Kids!!___THE ORAL CIGARETTES,THE ORAL CIGARETTES,Kyouran Hey Kids!!,250973,2/20/20 0:50,0.526,0.981,-1.82,0.111,0.00318,0.00161,0.187,0.781,142.016,250973,,,,,,,,,,
3092,Savior - Radio Edit___Bassjackers,Bassjackers,Savior - Radio Edit,170170,2/20/20 0:53,0.747,0.882,-3.317,0.0543,0.000322,0.218,0.351,0.308,128.095,170171,,,,,,,,,,
3093,Heroes (we could be)___Alesso,Alesso,Heroes (we could be),209866,2/20/20 0:56,0.503,0.748,-4.124,0.0619,0.0305,0,0.343,0.356,125.896,210013,,,,,,,,,,
3094,Underground___Quintino,Quintino,Underground,172499,2/20/20 0:59,0.521,0.842,-5.154,0.0472,0.000891,0.0234,0.0445,0.142,93.984,264300,,,,,,,,,,
3095,Arcade___Dimitri Vegas & Like Mike,Dimitri Vegas & Like Mike,Arcade,225000,2/20/20 1:03,0.565,0.957,-4.167,0.0723,0.00923,0.69,0.293,0.175,127.953,225000,,,,,,,,,,
3096,Burnin___Calvin Harris,Calvin Harris,Burnin,234773,2/20/20 1:07,0.516,0.755,-3.724,0.0383,0.0633,0.00103,0.107,0.165,140.099,262173,,,,,,,,,,
3097,Live The Night___W&W,W&W,Live The Night,133125,2/20/20 1:09,0.805,0.968,-3.909,0.227,0.00707,0.00091,0.368,0.211,127.984,133125,,,,,,,,,,
3098,Alone - MRVLZ Remix___Marshmello,Marshmello,Alone - MRVLZ Remix,120045,2/20/20 1:24,0.625,0.921,-3.29,0.0305,0.0412,1.21E-05,0.0782,0.494,100.004,166002,,,,,,,,,,
3099,レイン___SID,SID,レイン,28133,2/20/20 9:10,0.599,0.801,-4.912,0.0276,0.0285,0,0.126,0.65,94.955,256067,,,,,,,,,,
3100,バイバイ YESTERDAY___3年E組うた担(渚&茅野&業&磯貝&前原),3年E組うた担(渚&茅野&業&磯貝&前原),バイバイ YESTERDAY,1224,2/20/20 9:10,0.591,0.945,-2.483,0.0675,0.0389,0,0.214,0.96,180.048,248800,,,,,,,,,,
3101,Hotaruno Hikari___Anime Project,Anime Project,Hotaruno Hikari,794,2/20/20 9:10,0.52,0.887,-5.302,0.0435,0.00146,0.00391,0.154,0.701,147.085,243013,,,,,,,,,,
3102,again___YUI,YUI,again,1233,2/20/20 9:10,0.62,0.836,-4.27,0.0354,0.0427,0,0.337,0.546,140.073,255213,,,,,,,,,,
3103,Don't You Worry Child - Radio Edit___Swedish House Mafia,Swedish House Mafia,Don't You Worry Child - Radio Edit,600,2/20/20 9:10,0.612,0.84,-3.145,0.0509,0.112,0,0.116,0.438,129.042,212862,,,,,,,,,,
3104,ボタン___PENGUIN RESEARCH,PENGUIN RESEARCH,ボタン,2095,2/20/20 9:10,0.348,0.96,-4.398,0.144,0.00207,3.41E-05,0.122,0.4,181.944,235000,,,,,,,,,,
3105,ボタン___PENGUIN RESEARCH,PENGUIN RESEARCH,ボタン,6768,2/20/20 9:10,0.348,0.96,-4.398,0.144,0.00207,3.41E-05,0.122,0.4,181.944,235000,,,,,,,,,,
3106,リライト___ASIAN KUNG-FU GENERATION,ASIAN KUNG-FU GENERATION,リライト,879,2/20/20 9:10,0.499,0.935,-4.293,0.0434,0.000172,0.17,0.0487,0.557,89.495,225493,,,,,,,,,,
